	ID	sentence	question	1	2	answer
833	834	사람들이 우산을 꺼내기 시작했다.	원인	비가 오기 시작했다.	바람이 많이 분다.	1
834	835	여자가 기억상실증에 걸렸다.	원인	여자가 알레르기 반응을 보였다.	여자가 교통사고를 당했다.	2
835	836	자동차를 오래 운전했다.	결과	자동차의 연료가 다 떨어졌다.	자동차가 깨끗해졌다.	1
836	837	그는 새로운 도시로 이사를 갔다.	원인	그는 새로운 도시 근처에 직장을 구했다.	그는 현재 사는 곳 근처에 직장을 구했다.	1
837	838	라임청을 사이다에 넣었다.	결과	자몽에이드가 되었다.	라임에이드가 되었다.	2
838	839	연못이 얼었다.	원인	날이 추웠다.	날이 더웠다.	1
839	840	음식에 물을 더 넣었다.	원인	음식이 싱거워졌다.	음식에서 짠 맛이 났다.	2
840	841	설거지 할 때 고무장갑을 꼈는데도 손이 젖었다.	원인	고무장갑에 거품이 묻었다.	고무장갑에 구멍이 났다.	2
841	842	커플이 헤어지기로 결정했다.	원인	서로 너무 사랑했다.	서로 싸우는 것이 지쳤다.	2
842	843	병원에 입원했다.	원인	병원을 좋아했다.	수술을 했다.	2
843	844	엘리베이터가 도착했다.	원인	엘리베이터 작동이 멈췄다.	엘리베이터 버튼을 눌렀다.	2
844	845	항생제를 복용하였다. 	원인	병에 걸렸다.	병이 다 나았다.	1
845	846	은행에 방문했다.	원인	적금 통장이 만기가 되었다.	주식을 매입했다.	1
846	847	산모의 진통이 극심하다.	결과	간호사가 산모에게 영양 수액을 놓았다.	간호사가 산모에게 진통제를 놓았다.	2
847	848	집에 도둑이 들었다.	결과	경찰에 신고한다.	소방서에 신고한다.	1
848	849	여자가 귀를 막았다.	원인	화재 경보가 크게 울렸다.	연기 냄새가 방 곳곳에 퍼졌다.	1
849	850	햄스터가 해바라기씨를 먹었다.	원인	햄스터에게 해바라기씨를 주었다.	햄스터에게 호박씨를 주었다.	1
850	851	자동차가 길에서 미끄러졌다.	원인	길 바닥이 햇빛 때문에 데워졌다.	길바닥이 눈 때문에 미끄럽다.	2
851	852	블랙 프라이데이 행사가 열렸다.	결과	물건을 저렴한 가격에 구입했다.	물건을 비싼 가격에 구입했다.	1
852	853	남성이 인스타그램에 사진을 올렸다.	결과	남성은 눈병에 걸렸다.	남성의 게시글에 댓글이 달렸다.	2
853	854	마이크에서 목소리가 나오지 않는다.	결과	마이크의 전원을 켠다.	마이크의 전원을 끈다.	1
854	855	운동화가 찢어졌다.	원인	운동화가 날카로운 물건에 걸렸다.	운동화가 푹신한 물건에 부딪혔다.	1
855	856	날씨가 매우 춥다.	결과	반팔을 입었다.	두툼한 겉옷을 입었다.	2
856	857	선풍기를 틀었다.	결과	종이가 바람에 날린다.	종이가 젖는다.	1
857	858	종이가 젖어서 흐물흐물해졌다.	원인	종이 위에 물을 흘렸다.	종이 위에 글씨를 썼다.	1
858	859	임시 열쇠를 발급받았다.	원인	열쇠를 잃어버렸다.	열쇠를 새로 만들었다.	1
859	860	남자가 심한 우울감을 느꼈다.	결과	남자가 정신과 병원에 가, 진단을 받았다.	남자가 이비인후과를 가, 진단을 받았다.	1
860	861	우유가 다 떨어졌다.	결과	교회에 간다.	마트에 간다.	2
861	862	아빠가 아이가 보던 TV를 껐다.	원인	아이가 자야할 시간이다.	아이가 애니메이션을 좋아한다.	1
862	863	전등 스위치를 내렸다.	결과	촛불이 꺼졌다.	전등불이 꺼졌다.	2
863	864	내리막에서 썰매를 탄다.	결과	속도가 점점 느려진다.	속도가 점점 빨라진다.	2
864	865	지수에게 동생이 생겼다.	원인	지수는 오빠와 두 살 차이이다.	지수의 어머니가 출산하셨다.	2
865	866	나물을 기름에 볶는다.	결과	나물이 싱싱하고 아삭아삭해진다.	나물이 익어가며 흐물흐물해진다.	2
866	867	여자의 손발이 많이 차다.	원인	여자는 수족냉증을 앓고 있다.	여자가 밥을 먹었다.	1
867	868	여자가 손등을 쳤다.	원인	손등 위에 모기가 있었다.	손등이 까졌다.	1
868	869	아세톤 뚜껑을 열었다.	결과	달콤하고 향기로운 냄새가 난다.	차갑고 화한 약품 냄새가 난다.	2
869	870	몸에서 좋은 향이 난다.	원인	몸에 향수를 뿌렸다.	 얼굴에 팩을 했다.	1
870	871	여자가 하는 일에 싫증을 냈다.	원인	여자가 새로운 업무를 부여 받았다.	여자가 한 업무를 반복하여 진행했다.	2
871	872	눈이 쌓였다.	원인	비가 왔다.	눈이 내렸다.	2
872	873	방 안에 좋은 향기가 난다.	원인	담배를 피웠다.	방향제를 뿌렸다.	2
873	874	얼굴에 기름이 많이 꼈다.	결과	기름종이를 사용한다.	머리를 감는다.	1
874	875	오토바이를 타던 사람이 다리 위에서 떨어졌다.	원인	오토바이의 기름이 떨어졌다.	오토바이가 다리 난간에 부딪혔다.	2
875	876	알람이 울리지 않았다.	결과	늦잠을 잤다.	잠이 오지 않았다.	1
876	877	오늘은 아이스 커피를 주문했다. 	원인	커피를 마시지 못한다. 	날씨가 너무 더웠다. 	2
877	878	자동차가 고장났다.	결과	자동차를 타고 쇼핑몰에 갔다.	자동차 정비소에 갔다.	2
878	879	어머니를 위한 케이크를 구웠다.	원인	어머니의 생신이었다.	어머니를 위해 선물을 샀다.	1
879	880	시험 난이도가 높아졌다.	결과	시험 평균 점수가 낮아졌다.	시험을 치르지 않았다.	1
880	881	교수님께 예쁨을 받았다.	원인	시험을 못봤다.	과제를 잘 했다.	2
881	882	그는 칫솔에 치약을 묻혔다.	원인	그는 세수를 하려고 한다.	그는 이를 닦으려고 한다.	2
882	883	반팔을 입었다.	원인	바깥날씨가 춥다.	바깥날씨가 덥다.	2
883	884	발이 아프다.	원인	1시간 동안 등산을 했다.	텔레비전으로 금강산 정경을 보았다.	1
884	885	작품을 만졌더니 물감이 묻었다.	원인	물감이 다 말랐다.	물감이 다 마르지 않았다.	2
885	886	남자는 음주운전을 했다.	결과	남자는 면허를 갱신했다.	남자는 면허를 취소당했다.	2
886	887	칼날이 섰다.	원인	여자가 칼을 집었다.	여자가 칼날을 갈았다.	2
887	888	니트가 줄어들었다.	원인	니트를 오래 입었다.	니트를 세탁기에 빨았다.	2
888	889	어린이날이 되었다.	결과	아이는 부모님께 선물을 드렸다.	아이는 부모님께 선물을 받았다.	2
889	890	A형 간염이 유행한다.	원인	A형 간염 예방주사를 맞았다.	일본 뇌염 예방주사를 맞았다.	1
890	891	냉장고를 청소했다.	결과	냉장고 악취가 사라졌다.	냉장고를 수리했다.	1
891	892	여자가 변호사가 되었다.	원인	여자가 로스쿨 시험에 합격하였다.	여자가 변호사 시험에 합격하였다.	2
892	893	소년이 가출을 했다.	원인	소년이 부모님과 사이가 좋다.	소년이 부모님과 싸웠다.	2
893	894	밀가루에 물을 넣고 반죽을 했다.	결과	밀가루가 뭉쳐졌다.	밀가루가 사라졌다.	1
894	895	오른쪽으로 고개를 돌렸다.	원인	왼쪽에서 소리가 들렸다.	오른쪽에서 소리가 들렸다.	2
895	896	동생의 코골이 소리가 시끄럽다.	결과	안대를 착용했다.	귀마개를 착용했다.	2
896	897	도자기를 깨뜨렸다.	원인	도자기를 바닥에 떨어뜨렸다.	도자기를 선반위에 올려두었다.	1
897	898	별이 사라졌다.	원인	아침이 되었다.	밤이 되었다.	1
898	899	탈색을 여러번 했다.	원인	밝은 색으로 염색을 하려고 한다.	파마를 하려고 한다.	1
899	900	발이 아프다.	원인	신발이 맞지 않는다.	신발을 샀다.	1
900	901	어머니의 이마에 주름이 졌다.	원인	어머니가 이직하셨다.	어머니가 나이를 먹었다.	2
901	902	벌레에 물린 곳이 간지러웠다.	결과	모기향을 피웠다.	약을 발랐다.	2
902	903	문자 알림을 보지 못했다.	결과	문자에 바로 답장했다.	문자를 바로 확인하지 못했다.	2
903	904	칼날이 무뎌졌다.	결과	칼을 갈았다.	칼을 태웠다.	1
904	905	남성은 알람 소리를 듣지 못했다.	결과	남성은 평소보다 일찍 일어났다.	남성은 평소보다 늦게 일어났다.	2
905	906	거북이가 헤엄쳤다.	원인	거북이는 바다에 있다.	거북이는 육지에 있다.	1
906	907	손목이 아프다.	원인	손목 마사지를 했다.	손목이 꺾였다.	2
907	908	토스트기에 식빵을 넣었다.	결과	정해진 시간이 지난 후, 노릇노릇하게 구워진 식빵이 토스트기에서 나온다.	정해진 시간이 지난 후, 오븐에서 식빵이 나온다.	1
908	909	케이크를 조금만 구웠다.	결과	케이크가 완벽하게 잘 익었다.	케이크 반죽이 무르다.	2
909	910	여자가 이어폰을 귀에 꽂았다.	결과	여자가 음악을 듣는다.	여자가 잠을 잔다.	1
910	911	소변을 오래 참았다.	결과	방광염에 걸렸다.	물을 많이 마셨다.	1
911	912	여자가 수영복을 입었다.	원인	여자가 물에 들어가려고 한다.	여자가 스카이다이빙을 하려고 한다.	1
912	913	한 달이 지나 2월에서 3월이 되었다.	결과	달력을 구입했다.	달력을 한 장 뜯었다.	2
913	914	고양이가 내 품에 안겼다.	결과	고양이를 다른 집에 잠시 맡겼다.	고양이 털이 옷에 잔뜩 붙었다.	2
914	915	국민들이 민주화 운동을 한다.	원인	해당 국가가 민주화되지 않았다.	해당 국가가 완전히 민주화되었다.	1
915	916	땀이 난다.	원인	더운 여름 날 땡볕 아래 서있었다.	겨울날 눈을 맞으며 서있었다.	1
916	917	사진의 빛이 바랬다.	원인	사진이 오래되었다.	사진을 어제 인화했다.	1
917	918	길을 잃었다.	결과	지나가는 사람에게 길을 물어봤다.	지도를 그렸다.	1
918	919	물에 전분을 넣었다.	결과	물이 걸쭉해졌다.	물이 차가워졌다.	1
919	920	커피를 네 잔 마셨다.	결과	커피를 엎었다.	잠이 오지 않았다.	2
920	921	사람들이 반팔을 입기 시작했다.	원인	기온이 높아졌다.	기온이 낮아졌다.	1
921	922	학생은 한 시간 동안 손을 들고 서 있었다.	결과	학생의 팔이 저리다.	학생의 팔이 길어졌다.	1
922	923	새가 날 수 없다. 	원인	새가 날개에 상처를 입었다. 	새가 겨울을 맞아 다른 곳으로 이동했다.	1
923	924	핸드폰이 방전되었다.	원인	핸드폰을 2일간 충전시켰다.	핸드폰을 2일간 충전시키지 않았다.	2
924	925	무릎에 밴드를 붙였다.	원인	무릎에 상처가 났다.	무릎 관절이 쑤신다.	1
925	926	여성이 영화관에서 본인 자리에 앉지 못했다.	원인	본인 자리에 누군가 앉아있었다.	영화관에 사람이 아무도 없었다.	1
926	927	돈을 잃었다.	원인	보이스피싱을 당했다.	보이스피싱을 했다.	1
927	928	남자가 잔디를 깎는다.	원인	잔디가 적당히 자라나 있다.	잔디가 일정 수준 이상으로 많이 자랐다.	2
928	929	물안경을 썼다.	원인	수영장에 갔다.	스케이트장에 갔다.	1
929	930	은행나무 열매가 바닥에 떨어졌다.	결과	길에서 은행 냄새가 난다.	은행 열매가 맺혔다.	1
930	931	화분에 지지대를 꽂았다.	원인	넝쿨이 많이 자랐다.	넝쿨이 자라지 않았다.	1
931	932	여성의 직업은 교도관이다.	결과	여성은 경찰서로 출근한다.	여성은 감옥으로 출근한다.	2
932	933	피해자가 고소를 했다.	결과	재판이 종료되었다.	재판이 열렸다.	2
933	934	여자가 반죽에 이스트 가루를 넣고 오븐에 넣었다.	결과	빵이 딱딱하게 굳었다.	빵이 부풀어 올랐다.	2
934	935	계란을 바닥에 떨어트렸다.	결과	계란이 익었다.	계란이 깨졌다.	2
935	936	축구선수가 골을 넣었다.	결과	관중이 환호성을 질렀다.	관중이 유니폼을 질렀다.	1
936	937	남자가 수감되었다.	원인	남자는 피해자다.	남자는 범죄자다.	2
937	938	그는 담배를 피고 싶어한다.	원인	그는 니코틴 중독이다.	그는 알코올 중독이다.	1
938	939	자는 도중에 추위를 느꼈다.	결과	이불을 덮었다.	이불을 걷었다.	1
939	940	한글 키보드가 영어 키보드로 전환되었다.	원인	한/영 전환키를 눌렀다.	스페이스바를 눌렀다.	1
940	941	핸드폰 배터리가 방전되었다.	결과	핸드폰을 충전기에 연결하였다.	핸드폰을 오래 사용했다.	1
941	942	아기가 울고 있다.	원인	아기의 기저귀가 젖었다.	아기의 새로운 장난감이 생겼다.	1
942	943	남성은 휴대폰을 잃어버렸다.	결과	남성은 휴대폰을 꺼냈다.	남성은 휴대폰을 새로 구입했다.	2
943	944	남자는 지문이 다 닳았다.	결과	남자는 지문을 남겼다.	남자는 지문인식이 되지 않는다.	2
944	945	수정테이프로 글자를 지웠다.	원인	수정테이프를 잘못 샀다.	글자를 잘못 썼다.	2
945	946	필름 사진을 인화했다.	결과	사진을 받았다.	사진을 찍었다.	1
946	947	남성의 실수로 사고가 발생했다.	결과	남성은 식사를 한다.	남성은 죄책감을 느낀다.	2
947	948	경찰이 이웃 집을 수색했다.	원인	이웃 집에서 살인 사건이 발생했다.	이웃 집이 바베큐파티에 초대했다.	1
948	949	퇴직금을 받았다.	결과	회사를 그만두었다.	회사에 입사했다.	1
949	950	밀폐된 버스 안에서 음식을 먹었다.	결과	버스 안에서 음식 냄새가 난다.	버스 안에는 아무 냄새도 나지 않는다.	1
950	951	빨래를 그늘에서 말렸다.	결과	빨래에서 덜 마른 냄새가 난다.	빨래에서 햇빛 냄새가 난다.	1
951	952	정치인이 선거에서 패배했다.	원인	그의 선거 유세에 대해 사람들이 부정적인 반응을 보였다.	그의 선거 유세가 사람들의 호응을 얻었다.	1
952	953	갑판 위에 구토를 했다.	원인	배멀미를 한다.	바람을 쐬고 싶다.	1
953	954	지구온난화가 가속화되었다.	원인	화석연료의 사용이 시간이 지남에 따라 증대되었다.	화석연료의 사용이 시간이 지남에 따라 감소하였다.	1
954	955	택시 요금이 많이 부과되었다.	원인	택시를 타고 간 거리가 길었다.	 택시를 타고 간 거리가 짧았다.	1
955	956	여자가 울타리에 페인트칠을 했다.	원인	울타리의 색이 벗겨졌다.	울타리를 어제 구매했다.	1
956	957	대학 입학 시험에서 만점을 받았다.	결과	숙제를 열심히 했다.	원하는 대학에 수석으로 합격했다.	2
957	958	여자는 병원에 입원했다.	결과	여자는 의사가 되었다.	여자는 수술을 했다.	2
958	959	오전 알람을 설정했다.	원인	오전 10시에 약속이 있다.	오후에 반차를 사용했다.	1
959	960	아이가 작은 목소리로 속닥거렸다.	원인	아이는 도서관에 왔다.	아이는 노래방에 왔다.	1
960	961	사인펜의 뚜껑을 열어둔채로 방치했다.	결과	사인펜의 색이 진해졌다.	사인펜이 말랐다.	2
961	962	노트북 배터리가 떨어졌다.	결과	노트북을 펼쳤다.	노트북을 충전했다.	2
962	963	고추를 햇볕에 말렸다.	결과	고추는 부피가 작아졌다.	고추는 부피가 커졌다.	1
963	964	여성이 제과점으로 출근한다.	원인	여성은 배관공이다.	여성은 제빵사이다.	2
964	965	남성이 감옥에서 석방되었다.	원인	공소시효가 만료되었다.	무죄 판정 받았다.	2
965	966	남자는 형을 자랑스러워 한다.	원인	형이 로스쿨에 들어갔다.	형이 부모님과 싸웠다.	1
966	967	현수가 제대했다.	결과	현수는 군인이다.	현수는 군인이 아니다.	2
967	968	물감으로 그린 그림을 하루동안 말렸다.	결과	그림이 모두 말랐다.	그림이 번졌다.	1
968	969	늦잠을 잤다.	원인	알람이 울리지 않았다.	침대를 새로 바꿨다.	1
969	970	차키를 잃어버렸다.	결과	차가 고장났다.	새 열쇠를 복사헀다.	2
970	971	나무 바닥이 긁혔다.	원인	아이가 바닥에 쿠션을 던졌다.	아이가 바닥에서 의자를 끌었다.	2
971	972	선글라스를 새로 구입했다.	원인	작년에 구입한 선글라스를 잃어버렸다.	작년에 선글라스를 선물받았다.	1
972	973	레몬을 착즙기에 넣었다.	결과	라임즙이 완성되었다.	레몬즙이 완성되었다.	2
973	974	아이스크림이 녹았다.	원인	아이스크림을 냉동실에 보관했다.	아이스크림을 실온에 두었다.	2
974	975	잔디밭의 풀을 깎았다.	결과	잔디밭이 무성해졌다.	잔디밭이 깔끔해졌다.	2
975	976	음식에 소금을 넣었다.	결과	음식이 더 달아졌다.	음식이 더 짜졌다.	2
976	977	학생이 학교로 뛰어가고 있다.	원인	늦잠을 자서 지각했다.	학생은 숙제를 했다.	1
977	978	사과를 떨어뜨렸다.	결과	사과가 빨갛다.	사과에 상처가 났다.	2
978	979	핸드폰에 알림이 떴다.	결과	핸드폰을 확인한다.	핸드폰을 충전기에 연결한다.	1
979	980	남자가 회사에게 고소당했다.	원인	남자가 회삿돈을 횡령했다.	남자가 회삿돈을 관리했다.	1
980	981	강바닥이 쩍쩍 갈라진다.	원인	홍수가 났다.	가뭄이 들었다.	2
981	982	교과서가 찢어졌다.	결과	교과서에 이름을 쓴다.	교과서를 테이프로 붙인다.	2
982	983	여자가 우산을 폈다.	원인	비가 내린다.	물에 들어갔다.	1
983	984	학생이 흠뻑 젖은 채로 집에 도착했다.	원인	학생의 우산이 고장났다.	학생의 자전거가 고장났다.	1
984	985	남성은 미성년자이다.	결과	남성은 담배를 구입할 수 없다.	남성은 담배를 구입했다.	1
985	986	탁구를 치다가, 여성이 공을 주우러 갔다.	원인	여성이 상대편 공을 받아냈다.	여성이 상대편 공을 받아내지 못했다.	2
986	987	책상 위의 서류들이 바람에 날아갔다.	원인	창문으로 바람이 불었다.	창문으로 비가 들이쳤다.	1
987	988	남성은 여드름이 난 곳에 컨실러를 발랐다.	결과	여드름이 가려졌다.	여드름에서 피가 난다.	1
988	989	생크림 케이크를 빵칼로 썰었다.	결과	빵칼에 버터크림이 묻었다.	빵칼에 생크림이 묻었다.	2
989	990	휴대폰 액정이 깨졌다.	원인	휴대폰을 떨어트렸다.	휴대폰을 충전시켰다.	1
990	991	책상이 너무 낮아 목과 허리가 아프다.	결과	연필 대신 볼펜을 사용하기 시작했다.	독서대를 사용하기 시작했다.	2
991	992	후라이팬에 기름을 둘렀다.	결과	호박을 쪘다.	호박을 구웠다.	2
992	993	나무가 쓰러졌다.	원인	강한 태풍이 왔다.	나무 사진을 찍었다.	1
993	994	유명한 작가의 작품이 남자에게 전달되었다.	원인	남자가 경매에서 작가의 작품을 샀다.	남자가 경매에서 작가의 작품을 팔았다.	1
994	995	뜨거운 냄비를 맨손으로 잡았다.	결과	손에 화상을 입었다.	손이 얼었다.	1
995	996	바람이 매우 많이 분다.	결과	파도가 세게 친다.	파도가 잠잠하다.	1
996	997	학생의 졸업논문이 통과되었다.	결과	학생은 유급했다.	학생은 졸업했다.	2
997	998	여자가 거울을 물수건으로 닦았다.	원인	거울에 먼지가 많았다.	거울이 깨끗했다.	1
998	999	의사가 환자에게 심폐소생술을 하고 있다.	원인	환자의 심장이 뛰지 않는다.	환자의 심장이 뛴다.	1
999	1000	음식이 싱겁다.	원인	물을 많이 넣었다.	물을 적게 넣었다.	1
1000	1001	여자는 매일 아침 조깅을 하러 나갔다.	결과	여자의 체력이 나빠졌다.	여자의 체력이 좋아졌다.	2
1001	1002	리모컨이 작동하지 않는다.	원인	건전지가 다 되었다.	건전지를 새로 샀다.	1
1002	1003	주전자의 물이 끓어올랐다.	원인	주전자가 차가워졌다.	주전자가 뜨거워졌다.	2
1003	1004	은행이 남자의 대출 요청을 거부했다.	원인	남자의 신용등급이 낮다.	남자의 신용등급이 높다.	1
1004	1005	이불에 오줌을 쌌다.	결과	이불을 깔았다.	이불을 빨았다.	2
1005	1006	자석이 클립을 끌어당겼다.	결과	클립이 자석에 붙었다.	자석에서 클립이 떨어졌다.	1
1006	1007	한 남성의 시리얼에서 벌레가 나왔다.	결과	남성은 시리얼에 우유를 부었다.	남성은 식욕을 잃었다.	2
1007	1008	남자가 시계를 보고 급하게 준비를 했다.	원인	약속이 취소되었다.	약속에 늦었다.	2
1008	1009	피부과에 갔다.	원인	두드러기가 났다.	피부가 좋아졌다.	1
1009	1010	여성은 창문 밖을 내다보고 있다.	원인	여성은 노을을 보려고 한다.	여성은 낮잠을 자려고 한다.	1
1010	1011	꽃봉오리가 올라왔다.	원인	날씨가 추워졌다.	날씨가 따뜻해졌다.	2
1011	1012	나팔꽃이 활짝 피었다.	원인	아침이 되었다.	밤이 되었다.	1
1012	1013	남성은 옷을 벗었다.	원인	남성은 도서관에 갔다.	남성은 목욕탕에 갔다.	2
1013	1014	목이 붓고 콧물이 났다.	결과	정신과에 방문했다.	이비인후과에 방문했다.	2
1014	1015	갈비뼈가 부러졌다.	원인	입원을 했다.	차에 치였다.	2
1015	1016	밤이 되어 어두워졌다.	결과	가로등 불빛이 켜졌다.	해가 떴다.	1
1016	1017	신용카드를 분실했다.	결과	카드 분실신고를 했다.	신용카드를 사용했다.	1
1017	1018	바람이 많이 불었다.	원인	태풍이 상륙했다.	바람개비를 만들었다.	1
1018	1019	비행기 표를 예매했다.	원인	친구와 여행 계획을 세웠다.	비행기 장난감을 구입했다.	1
1019	1020	여자는 허리통증이 생겼다.	결과	진통제를 먹었다,	진통제를 버렸다.	1
1020	1021	블루라이트 차단 안경을 착용했다.	결과	눈이 멀었다.	눈이 청색광으로부터 보호된다.	2
1021	1022	여자가 전자책 리더기를 장만했다.	원인	여자는 책 읽는 것을 좋아한다.	여자는 책을 싫어한다.	1
1022	1023	아기가 옹알이를 시작했다.	결과	아기가 단어를 말할 수 있게 되었다.	아기가 노래를 부를 수 있게 되었다.	1
1023	1024	운동화를 오래 신었다.	결과	운동화의 밑창이 떨어졌다.	운동화가 깨끗해졌다.	1
1024	1025	배에 타 노를 젓는다.	결과	배가 달고 맛있다.	배가 앞으로 나아가며 물결이 생긴다.	2
1025	1026	오랫동안 박수를 쳤다.	결과	손이 깨끗해졌다.	손바닥이 얼얼해졌다.	2
1026	1027	우비를 입었다.	원인	폭염이 시작되었다.	비가 내린다.	2
1027	1028	여성이 학위를 얻었다.	원인	여성이 대학을 등록했다.	여성이 대학을 졸업했다.	2
1028	1029	머리카락에 롤을 말았다.	결과	머리가 짧아졌다.	머리가 곱슬곱슬해졌다.	2
1029	1030	신호등이 주황색으로 바뀌었다.	결과	여자가 클락션을 울렸다.	여자가 브레이크를 밟았다.	2
1030	1031	노트북 수리 센터에 왔다.	원인	노트북이 마음에 든다.	노트북이 고장났다.	2
1031	1032	수면제를 먹었다. 	결과	잠에 들었다.	불면증이 더욱 극심해졌다.	1
1032	1033	두통이 심하다.	결과	운동을 열심히 했다.	진통제를 먹는다.	2
1033	1034	펜이 더이상 나오지 않는다.	원인	펜의 잉크가 다 닳았다.	펜을 새로 산다.	1
1034	1035	바닥이 따뜻해졌다.	원인	아궁이에 불을 지폈다.	가스레인지에 불을 켰다.	1
1035	1036	밥을 오래 보관하고자 한다.	결과	밥을 냉동실에 넣었다.	밥을 상온에 오랜 시간 방치했다.	2
1036	1037	피부과 약을 먹었다.	결과	우울증이 치료됐다.	피부가 깨끗해졌다.	2
1037	1038	에어컨 바람이 시원하지 않았다.	원인	에어컨의 온도가 낮게 설정되어 있었다.	에어컨의 온도가 높게 설정되어 있었다.	2
1038	1039	한약을 먹었다.	결과	쓴맛이 난다.	짠맛이 난다.	1
1039	1040	바지 주머니에 넣어둔 열쇠가 없어졌다.	원인	바지 주머니에 구멍이 났다.	바지를 새로 구입했다.	1
1040	1041	배가 침몰했다.	원인	배가 항구 근처에 정박했다.	배가 폭탄을 맞았다.	2
1041	1042	계속 앉아서 일을 하느라 몸이 굳었다.	결과	코감기에 걸렸다.	기지개를 켰다.	2
1042	1043	남자의 엉덩이에 땀띠가 났다.	결과	남자가 오랫동안 자리에 앉아 있었다.	남자가 오랫동안 서 있었다.	1
1043	1044	배에서 뱃고동이 울려펴진다.	원인	배가 조선되고 있다.	배가 지금 출항하고 있다.	2
1044	1045	초시계가 고장났다.	원인	건전지 수명이 다 되었다.	건전지를 새로 교체했다.	1
1045	1046	샐러드에 식초를 뿌렸다.	결과	샐러드가 상큼해졌다.	샐러드가 밍밍해졌다.	1
1046	1047	귀걸이를 귀걸이 구멍에 대고 세게 눌렀다.	결과	귀걸이가 구멍에 들어갔다.	귀걸이가 떨어졌다.	1
1047	1048	쓰레기통이 찼다.	원인	쓰레기를 잔뜩 버렸다.	쓰레기를 태웠다.	1
1048	1049	농구 경기에서 패배했다	원인	농구 경기에서 골을 넣지 못했다	농구 경기에서 득점했다	1
1049	1050	책장에 쌓인 먼지를 닦아냈다.	결과	책장이 깨끗해졌다.	책장이 지저분해졌다.	1
1050	1051	카페트를 바깥에서 한번 털었다.	원인	카페트에 강아지 털이 잔뜩 묻었다.	카페트를 청소기로 밀었다.	1
1051	1052	형광등에 불이 들어오지 않는다.	결과	방이 어둡다.	방이 밝다.	1
1052	1053	서점에서 책을 구매했다.	결과	새로운 책을 읽는다.	서점을 방문한다.	1
1053	1054	손톱에 봉숭아물을 들였다.	결과	손톱이 붉은 색으로 물들었다.	손톱이 길어졌다.	1
1054	1055	손가락에 꽉 맞는 반지를 끼었다.	결과	반지가 작아진다.	손가락에 반지 자국이 남는다.	2
1055	1056	소녀는 오늘 원하던 선물을 받았다.	원인	오늘은 어린이날이다.	오늘은 근로자의 날이다.	1
1056	1057	카세트 플레이어에 카세트를 넣고 버튼을 눌렀다.	결과	시디플레이어에서 노래가 나온다.	카세트플레이어에서 노래가 나온다.	2
1057	1058	아버지의 머리카락이 희끗희끗하다.	원인	아버지가 창업하셨다.	아버지가 나이를 먹었다.	2
1058	1059	도어락에 비밀번호를 맞게 입력했다.	결과	현관문이 열리지 않았다.	현관문이 열렸다.	2
1059	1060	편의점에 도둑이 들었다. 	결과	편의점 앞에 파라솔이 있다. 	편의점 앞에 경찰이 와 있다. 	2
1060	1061	엘레베이터에서 가장 마지막에 내렸다.	원인	엘레베이터를 타고 가장 먼 거리를 이동했다.	엘레베이터를 타고 가장 짧은 거리를 이동했다.	1
1061	1062	남성은 학생들에게 지리를 가르친다.	원인	남성은 수학 선생님이다.	남성은 지리 선생님이다.	2
1062	1063	논문 심사를 통과했다.	원인	논문을 잘 썼다.	논문을 쓰는 데 실패했다.	1
1063	1064	치아 교정을 끝냈다.	결과	치열이 똑바르게 변했다.	치열이 비뚤어졌다.	1
1064	1065	남자가 물건에 세게 부딪혔다.	결과	남자의 다리에 피멍이 들었다.	남자의 배가 고프다.	1
1065	1066	주문한 옷의 배송이 지연되었다.	원인	택배 물량이 급증했다.	옷을 매장에서 직접 샀다.	1
1066	1067	물고기가 수조 표면에 떠 있었다.	원인	물고기가 죽었다.	물고기가 새끼를 낳았다.	1
1067	1068	아버지가 아이들이 보고 있는 텔레비젼을 껐다.	원인	아이들의 취침시간이 되었다.	아이들의 애니메이션 시청 시간이었다.	1
1068	1069	나는 욕설을 내뱉었다.	원인	매우 불쾌하고 짜증나는 일을 겪었다.	나는 살면서 한 번도 욕해본 적이 없다.	1
1069	1070	팔에 멍이 들었다.	원인	펜싱 칼에 맞았다.	펜싱 칼에 맞지 않았다.	1
1070	1071	물을 엎지른 곳에 키친 타월을 깔았다.	결과	타올이 물을 흡수했다.	물을 바닥에 더 부었다.	1
1071	1072	남자는 입국 심사에 통과하지 못했다.	원인	남자는 정장을 입었다.	남자는 여권을 잃어버렸다.	2
1072	1073	먼지가 많은 다락방에 들어 갔다.	결과	딸꾹질을 시작했다.	재채기를 시작했다.	2
1073	1074	집 안에서 신발을 신었다.	원인	벽 페인트가 마르지 않았다.	바닥에 깨진 유리조각이 있다.	2
1074	1075	샹들리에가 천장에서 떨어졌다.	결과	샹들리에가 빛이 났다.	샹들리에가 산산이 부서졌다.	2
1075	1076	손에 풀이 묻었다.	결과	손이 끈적끈적해졌다.	손이 보송보송해졌다.	1
1076	1077	여자는 시험 공부를 하고 있다.	원인	일주일 뒤에 시험이 있다.	시험이 모두 끝났다.	1
1077	1078	무단횡단을 했다.	결과	표창장을 받았다.	벌금을 내었다.	2
1078	1079	여자가 생리컵을 샀다.	원인	여자의 생리가 시작되었다.	여자는 임신했다.	1
